claimText,claimant,claimDate,publisher,site,reviewUrl,reviewTitle,reviewDate,textualRating
Visuals showing multiple explosions due to the collision between two electric vehicles,SOCIAL MEDIA POST,2023-07-18T00:00:00Z,FACTLY,factly.in,https://factly.in/viral-video-shows-gas-canisters-exploding-after-the-non-electric-truck-carrying-them-crashed/,Viral video shows gas canisters exploding after the non-electric truck ...,2023-07-31T00:00:00Z,FALSE
"Two EVs collide on the highway, causing a massive explosion.",Viral social media post,2023-07-30T00:00:00Z,Newschecker,newschecker.in,https://newschecker.in/fact-check/crash-between-two-electric-vehicles-heres-the-truth-behind-viral-video,Crash Between Two Electric Vehicles? Here’s The Truth Behind ...,2023-07-30T00:00:00Z,False
A collison between two electric vehicles led to a fire on a highway.,"Facebook,Twitter,WhatsApp",2023-07-29T09:50:05Z,The Quint,thequint.com,https://www.thequint.com/news/webqoof/old-video-of-an-accident-in-russia-goes-viral-as-recent-with-false-claim,Fact-Check | Old video of an accident between an Isuzu and Bus from 2013 that took place in Russia goes viral as recent,2023-07-29T09:50:05Z,False
"Electric vehicles are a ""giant computer that can be controlled remotely from some cloud-based central grid.""",Facebook posts,2023-05-10T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2023/may/27/facebook-posts/whos-driving-this-thing-post-exaggerates-electric/,Who’s driving this thing? Social post exaggerates electric grid’s remote capability,,Mostly False
"In May 2023, an electric car battery caught fire and caused a large fire at a U.S. warehouse full of electric cars.",,,Snopes,snopes.com,https://www.snopes.com/fact-check/electric-car-warehouse-fire/,Did an Electric Car Fire at a US Warehouse Destroy Dozens of Cars?,2023-05-25T14:37:25Z,Miscaptioned
Is car insurance more expensive for a new electric car?,Kathy via email,,WCNC,wcnc.com,https://www.wcnc.com/article/news/verify/verify-electric-vehicle-car-insurance-premiums-gas-powered-cars-tesla-hybrid-chevrolet-ford/275-c0c8499a-4499-4463-b966-7b9029ddbbe5,VERIFY: Is car insurance more expensive for electric vehicles?,2023-05-01T12:23:00Z,True
Electric cars have catalytic converters.,,,10TV,10tv.com,https://www.10tv.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,KTVB,ktvb.com,https://www.ktvb.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,WKYC,wkyc.com,https://www.wkyc.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,WNEP,wnep.com,https://www.wnep.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,WTOL,wtol.com,https://www.wtol.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,WUSA9,wusa9.com,https://www.wusa9.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,WWL-TV,wwltv.com,https://www.wwltv.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,12News,12news.com,https://www.12news.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,WVEC,13newsnow.com,https://www.13newsnow.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,KGW,kgw.com,https://www.kgw.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,KVUE,kvue.com,https://www.kvue.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,WTSP,wtsp.com,https://www.wtsp.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,11Alive.com,11alive.com,https://www.11alive.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,KHOU,khou.com,https://www.khou.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,KIII,kiiitv.com,https://www.kiiitv.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,9News,9news.com,https://www.9news.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,ABC10,abc10.com,https://www.abc10.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,KENS 5,kens5.com,https://www.kens5.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,KING 5,king5.com,https://www.king5.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,KARE 11,kare11.com,https://www.kare11.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,VERIFYThis.com,verifythis.com,https://www.verifythis.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Electric cars have catalytic converters.,,,KFMB Channel 8 | cbs8.com,cbs8.com,https://www.cbs8.com/article/news/verify/electric-vehicles-verify/electric-cars-no-catalytic-converters-teslas-theft/536-20a9fddc-bfde-44f7-8f16-307613f23da2,No catalytic converters on electric vehicles,2023-04-13T14:02:00Z,False. Electric cars don’t have catalytic converters.
Video shows electric vehicle explosion,Social media,2023-03-28T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2023/04/06/fact-check-video-shows-exploding-natural-gas-car-not-ev/11597329002/,Fact check: Video shows exploding compressed natural gas vehicle ...,2023-04-06T14:51:18Z,False
This video shows an electric vehicle exploding in India.,"Facebook,Twitter,Social Media",2023-04-03T14:45:00Z,The Quint,thequint.com,https://www.thequint.com/news/webqoof/video-showing-car-blasting-off-no-from-india-but-uzbekistan-fact-check,This Video Neither Shows an Electric Car Exploding Nor Is It From India,2023-04-03T14:45:00Z,False
A video shows an electric vehicle exploding.,Social media posts,2023-03-28T00:00:00Z,AAP,aap.com.au,https://www.aap.com.au/factcheck/exploding-car-video-fuels-ev-conspiracies/,Exploding car video fuels EV conspiracies,2025-02-07T04:44:05Z,False. The car was fuelled by compressed natural gas and the blast appears to have been caused by an exploding gas canister.
This video shows an electric car blowing up in India.,Social media users,2023-03-31T00:00:00Z,India Today,indiatoday.in,https://www.indiatoday.in/fact-check/story/video-car-fuel-tank-explode-uzbekistan-electric-car-blast-in-india-2354172-2023-03-31,Fact Check: Video of car fuel tank exploding in Uzbekistan falsely shared as electric car blast in India,,False
Photo of electric charging station “powered by diesel generator” is emblematic of the electric vehicle movement.,Facebook post,2023-02-25T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2023/feb/28/facebook-posts/gas-powered-generators-not-common-way-recharge-ele/,"Most electric vehicles aren't charged by diesel-powered generators, as posts claim",,Mostly False
Electric cars use as much electricity as home appliances,,,WFAA,wfaa.com,https://www.wfaa.com/article/news/verify/electric-vehicles-verify/electricity-consumption-use-electric-cars-vehicles-evs-vs-home-appliances-refrigerator-water-heater-ac-dishwasher/536-1bc3d7ad-770e-48d8-be87-d41f72269366,Electricity usage: Electric cars vs. home appliances,2023-02-17T00:03:00Z,Needs context. Electricity use is the same between some EVs and appliances
Electric cars use as much electricity as home appliances,,,9News,9news.com,https://www.9news.com/article/news/verify/electric-vehicles-verify/electricity-consumption-use-electric-cars-vehicles-evs-vs-home-appliances-refrigerator-water-heater-ac-dishwasher/536-1bc3d7ad-770e-48d8-be87-d41f72269366,Electricity usage: Electric cars vs. home appliances,2023-02-17T00:03:00Z,Needs context. Electricity use is the same between some EVs and appliances
Electric cars use as much electricity as home appliances,,,KING 5,king5.com,https://www.king5.com/article/news/verify/electric-vehicles-verify/electricity-consumption-use-electric-cars-vehicles-evs-vs-home-appliances-refrigerator-water-heater-ac-dishwasher/536-1bc3d7ad-770e-48d8-be87-d41f72269366,Electricity usage: Electric cars vs. home appliances,2023-02-17T00:03:00Z,Needs context. Electricity use is the same between some EVs and appliances
Electric cars use as much electricity as home appliances,,,VERIFYThis.com,verifythis.com,https://www.verifythis.com/article/news/verify/electric-vehicles-verify/electricity-consumption-use-electric-cars-vehicles-evs-vs-home-appliances-refrigerator-water-heater-ac-dishwasher/536-1bc3d7ad-770e-48d8-be87-d41f72269366,Electricity usage: Electric cars vs. home appliances,2023-02-17T00:03:00Z,Needs context. Electricity use is the same between some EVs and appliances
Wyoming banned the sale of electric vehicles starting in 2035,Social media,2023-01-18T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2023/01/27/https-www-facebook-com-brittany-boling-90-posts-pfbid-02-iyvoebcw-3-gvxusygsgf-7-lg-4-qqzu-14-khevw/11127562002/,Fact check: False claim Wyoming banned the sale of electric vehicles by 2035,2023-01-27T14:31:43Z,False
Wyoming is banning electric cars.,,,KHOU,khou.com,https://www.khou.com/article/news/verify/environment-verify/wyoming-not-banning-electric-vehicles-fact-check/536-a1b22240-7cff-4ee3-b0ab-6dd106f497ba,Electric vehicles are not banned in Wyoming,2023-01-19T00:32:00Z,"False, Wyoming is not banning electric cars."
Wyoming is banning electric cars.,,,KSDK,ksdk.com,https://www.ksdk.com/article/news/verify/environment-verify/wyoming-not-banning-electric-vehicles-fact-check/536-a1b22240-7cff-4ee3-b0ab-6dd106f497ba,Electric vehicles are not banned in Wyoming | ksdk.com,2023-01-19T00:32:00Z,"False, Wyoming is not banning electric cars."
Wyoming is banning electric cars.,,,KTVB,ktvb.com,https://www.ktvb.com/article/news/verify/environment-verify/wyoming-not-banning-electric-vehicles-fact-check/536-a1b22240-7cff-4ee3-b0ab-6dd106f497ba,Electric vehicles are not banned in Wyoming | ktvb.com,2023-01-19T00:32:00Z,"False, Wyoming is not banning electric cars."
Wyoming is banning electric cars.,,,WFAA,wfaa.com,https://www.wfaa.com/article/news/verify/environment-verify/wyoming-not-banning-electric-vehicles-fact-check/536-a1b22240-7cff-4ee3-b0ab-6dd106f497ba,Electric vehicles are not banned in Wyoming | wfaa.com,2023-01-19T00:32:00Z,"False, Wyoming is not banning electric cars."
Wyoming is banning electric cars.,,,ABC10,abc10.com,https://www.abc10.com/article/news/verify/environment-verify/wyoming-not-banning-electric-vehicles-fact-check/536-a1b22240-7cff-4ee3-b0ab-6dd106f497ba,Electric vehicles are not banned in Wyoming | abc10.com,2023-01-19T00:32:00Z,"False, Wyoming is not banning electric cars."
Wyoming is banning electric cars.,,,FOX 61,fox61.com,https://www.fox61.com/article/news/verify/environment-verify/wyoming-not-banning-electric-vehicles-fact-check/536-a1b22240-7cff-4ee3-b0ab-6dd106f497ba,Electric vehicles are not banned in Wyoming | fox61.com,2023-01-19T00:32:00Z,"False, Wyoming is not banning electric cars."
Wyoming is banning electric cars.,,,KBMT,12newsnow.com,https://www.12newsnow.com/article/news/verify/environment-verify/wyoming-not-banning-electric-vehicles-fact-check/536-a1b22240-7cff-4ee3-b0ab-6dd106f497ba,Electric vehicles are not banned in Wyoming | 12newsnow.com,2023-01-19T00:32:00Z,"False, Wyoming is not banning electric cars."
Wyoming is banning electric cars.,,,KARE 11,kare11.com,https://www.kare11.com/article/news/verify/environment-verify/wyoming-not-banning-electric-vehicles-fact-check/536-a1b22240-7cff-4ee3-b0ab-6dd106f497ba,Electric vehicles are not banned in Wyoming | kare11.com,2023-01-19T00:32:00Z,"False, Wyoming is not banning electric cars."
Wyoming is banning electric cars.,,,thv11.com,thv11.com,https://www.thv11.com/article/news/verify/environment-verify/wyoming-not-banning-electric-vehicles-fact-check/536-a1b22240-7cff-4ee3-b0ab-6dd106f497ba,Electric vehicles are not banned in Wyoming,2023-01-19T00:32:00Z,"False, Wyoming is not banning electric cars."
Wyoming is banning electric cars.,,,WCNC,wcnc.com,https://www.wcnc.com/article/news/verify/environment-verify/wyoming-not-banning-electric-vehicles-fact-check/536-a1b22240-7cff-4ee3-b0ab-6dd106f497ba,Electric vehicles are not banned in Wyoming | wcnc.com,2023-01-19T00:32:00Z,"False, Wyoming is not banning electric cars."
Wyoming is banning electric cars.,,,CBS19,cbs19.tv,https://www.cbs19.tv/article/news/verify/environment-verify/wyoming-not-banning-electric-vehicles-fact-check/536-a1b22240-7cff-4ee3-b0ab-6dd106f497ba,Electric vehicles are not banned in Wyoming | cbs19.tv,2023-01-19T00:32:00Z,"False, Wyoming is not banning electric cars."
Wyoming is banning electric cars.,,,WHAS11 News,whas11.com,https://www.whas11.com/article/news/verify/environment-verify/wyoming-not-banning-electric-vehicles-fact-check/536-a1b22240-7cff-4ee3-b0ab-6dd106f497ba,Electric vehicles are not banned in Wyoming | whas11.com,2023-01-19T00:32:00Z,"False, Wyoming is not banning electric cars."
Wyoming is banning electric cars.,,,VERIFYThis.com,verifythis.com,https://www.verifythis.com/article/news/verify/environment-verify/wyoming-not-banning-electric-vehicles-fact-check/536-a1b22240-7cff-4ee3-b0ab-6dd106f497ba,Electric vehicles are not banned in Wyoming,2023-01-19T00:32:00Z,"False, Wyoming is not banning electric cars."
Switzerland is banning electric cars 'due to their excessive energy usage',Social media,2022-12-05T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2022/12/16/fact-check-false-claim-switzerland-banning-electric-cars/10894964002/,Fact check: False claim that Switzerland is banning electric cars,2022-12-16T22:19:31Z,False
An electric vehicle charging point in the Nullarbor is powered by diesel.,"Craig ""Macca"" McGowan",2022-11-19T00:00:00Z,AAP,aap.com.au,https://www.aap.com.au/factcheck/maccas-diesel-charger-claim-is-running-on-empty/,Macca's diesel charger claim is running on empty,2025-02-07T05:33:51Z,Mostly false. The EV charger in the video is fuelled by used cooking oil for the majority of the year.
False memes about Paris electric car graveyards,,,KTVB,ktvb.com,https://www.ktvb.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,KVUE,kvue.com,https://www.kvue.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,WGRZ,wgrz.com,https://www.wgrz.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,WKYC,wkyc.com,https://www.wkyc.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,WTOL,wtol.com,https://www.wtol.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,12News,12news.com,https://www.12news.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,KBMT,12newsnow.com,https://www.12newsnow.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,WVEC,13newsnow.com,https://www.13newsnow.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,KHOU,khou.com,https://www.khou.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,WCNC,wcnc.com,https://www.wcnc.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,KCEN-TV,kcentv.com,https://www.kcentv.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
False memes about Paris electric car graveyards,,,VERIFYThis.com,verifythis.com,https://www.verifythis.com/article/news/verify/electric-vehicles-verify/fact-checking-images-claiming-to-show-abandoned-electric-vehicles-in-france/536-7cf539e1-6bb0-4c4e-957b-170f367341df,Fact-checking claims about Paris electric car graveyards,2022-10-17T16:17:00Z,False
The photo shows a cemetery of electric cars in France. No one wants to buy them because their batteries are damaged.,Various,2022-10-18T00:00:00Z,Fakenews.pl,fakenews.pl,https://fakenews.pl/en/tech/abandoned-electric-cars-in-france-no-this-is-china/,"Abandoned electric cars in France? No, this is China",2022-10-19T00:00:00Z,False
A photograph shows hundreds of white electric cars that were abandoned in France because the cost of replacing the batteries was too expensive.,,,Snopes,snopes.com,https://www.snopes.com/fact-check/electric-cars-france-battery/,"Photo Doesn't Show Electric Cars in France, Nor Were They Abandoned Due to Battery Replacement Costs",2022-10-13T08:31:03Z,Miscaptioned
Full charge at public electric vehicle station costs more than $150,Social media,2022-08-30T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2022/09/13/fact-check-ev-charge-takes-less-than-hour-fast-chargers-electric-vehicle/7969071001/,Fact check: EV charge takes less than an hour on fast chargers,2022-09-13T15:35:35Z,False
Manufacturing the battery for one electric car produces the same amount of CO2 as running a petrol car for 8 years.,,2022-09-05T00:00:00Z,Climate Fact Checks,climatefactchecks.org,https://climatefactchecks.org/co2-emitted-in-making-an-ev-battery-isnt-equal-to-driving-a-petrol-car-for-8-years/,CO2 emitted in making an EV battery isn't equal to driving a petrol ...,2022-09-05T00:00:00Z,Misleading
"Photo shows sea of abandoned electric cars in France because ""it was too expensive to replace the batteries.""",Facebook post,2022-08-07T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2022/08/photo-shows-electric-car-sharing-lot-in-china-contrary-to-facebook-post/,"Photo Shows Electric Car-sharing Lot in China, Contrary to Facebook Post",,False
Electric cars in California are not sustainable as only 10% of their batteries are recyclable and the state can’t recycle them.,Instagram post,2022-06-09T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2022/aug/11/instagram-posts/video-underestimates-californias-capacity-accommod/,Video underestimates California’s capacity to accommodate electric ...,,False
Photo shows electric cars that were bought for civil servants in France and then abandoned because “it was too expensive to replace the batteries.”,Viral image,2022-08-07T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2022/aug/10/viral-image/no-photo-doesnt-show-abandoned-french-electric-car/,"No, this photo doesn’t show abandoned French electric cars",,False
"""""And no one in the world is making an electric ute, by the way ...""",Sussan Ley,2022-08-26T00:00:00Z,ABC News,abc.net.au,https://www.abc.net.au/news/2022-08-30/fact-check-sussan-ley-electric-ute/101386412,Sussan Ley says no one in the world is making an electric ute. Is that ...,2022-08-30T00:00:00Z,Wrong
"Electric car batteries ""completely die"" in cold or hot weather",Multiple people,2022-07-28T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/doc.afp.com.32FT9B2,"Misleading claims about weather, electric vehicles spread online",2022-08-03T17:30:00Z,Misleading
You can’t extinguish an electric vehicle (EV) fire as water makes their batteries burn.,Facebook post,2022-07-12T00:00:00Z,AAP,aap.com.au,https://www.aap.com.au/factcheck/electric-vehicle-battery-fire-claim-is-as-weak-as-water/,Electric vehicle battery fire claim is as weak as water,2025-02-07T07:04:12Z,False. Experts says EV battery fires can be put out with water or specialised fire extinguishers.
Volvo data says it takes a decade for EVs to become 'carbon neutral',,2022-05-16T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2022/06/09/fact-check-electric-vehicles-emit-less-carbon-over-life-than-gas-cars/9900644002/,Fact check: Electric vehicles emit less carbon over life than gas cars,2022-06-09T21:55:14Z,Missing Context
A township electric vehicle charging station is powered with a diesel generator,Facebook post,2022-05-09T23:34:00Z,Lead Stories,leadstories.com,https://leadstories.com/hoax-alert/2022/05/fact-check-canadian-ev-charging-station-is-not-powered-with-diesel-generator.html,Fact Check: Canadian EV Charging Station Is NOT Powered With Diesel Generator -- Proximity In Photo Is Coincidental,2022-05-09T23:34:00Z,Not Connected
Electric vehicles are more harmful to the environment,Multiple sources,2022-04-21T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/doc.afp.com.328N2RY,Posts mislead about environmental impact of electric cars,2022-05-08T10:24:00Z,Missing context
“I’m all for electric cars. I’ve given big incentives for electric cars.”,Donald Trump,2020-09-29T00:00:00Z,The Washington Post,washingtonpost.com,https://www.washingtonpost.com/politics/2020/10/01/fact-checking-first-trump-biden-presidential-debate-part-2/,Analysis | Fact-checking the first Trump-Biden presidential debate (part 2),2020-10-02T13:00:17Z,False
"Electric cars in US are coal-powered, not helpful in lowering emissions",Multiple sources,2022-01-25T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/doc.afp.com.9ZD7BV,Misleading posts criticize electric cars over coal-produced power,2022-02-11T17:51:00Z,Misleading
"Electric cars were used 100 years ago, then technology was lost",Social media users,2021-10-06T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2021/10/18/fact-check-cost-access-drove-decline-electric-cars-early-1900-s/6055786001/,"Fact check: Cost, access drove decline of electric cars in early 1900s",2021-10-18T16:44:59Z,Partly False
"Photographs show a ""boneyard"" of electric vehicles abandoned because their battery storage cells gave out.",,,Snopes,snopes.com,https://www.snopes.com/fact-check/electric-cars-abandoned-france/,Were These Electric Cars Abandoned Because Their Batteries Failed?,2021-05-16T13:55:25Z,Miscaptioned
Switzerland planning to ban electric cars to save power,Multiple sources,2022-12-05T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/doc.afp.com.334V8PH,Claim that Switzerland planning to 'ban electric cars' misleads online,2022-12-22T08:46:00Z,Missing context
Switzerland is banning electric cars 'due to their excessive energy usage',Social media,2022-12-05T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2022/12/16/fact-check-false-claim-switzerland-banning-electric-cars/10894964002/,Fact check: False claim that Switzerland is banning electric cars,2022-12-16T22:19:31Z,False
Switzerland banned electric vehicles in their country,SOCIAL MEDIA POST,2022-12-05T00:00:00Z,FACTLY,factly.in,https://factly.in/switzerland-has-not-yet-enforced-a-ban-on-evs-it-just-drafted-an-ordinance-proposing-a-partial-ban-on-evs-amid-the-power-crisis/,Switzerland has not yet enforced a ban on EVs; it just drafted an ordinance proposing a partial ban on EVs amid the power crisis,2022-12-09T00:00:00Z,MISLEADING
Switzerland is banning Electric Cars due to their excessive energy use,facebook.com,2022-12-08T21:24:00Z,Lead Stories,leadstories.com,https://leadstories.com/hoax-alert/2022/12/fact-check-switzerland-did-not-ban-electric-cars-due-to-their-excessive-energy-use.html,"Fact Check: Switzerland Did NOT Ban 'Electric Cars Due To Their Excessive Energy Use' On December 7, 2022",2022-12-08T21:24:00Z,No Ban
A video shows a sea of lined-up electric scooter bikes that were abandoned because of the high cost of EV battery replacement.,,,Snopes,snopes.com,https://www.snopes.com/fact-check/electric-scooter-bike-abandoned-graveyard/,Video Does Not Show Electric Scooter Bikes Abandoned in a 'Graveyard' Due to High Cost of Batteries,2022-11-30T10:46:28Z,Miscaptioned
